ingredient_name,link,functions,rating,discription,rating_score
PRUNELLA VULGARIS,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/prunella-vulgaris.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",average,,1
PRUNUS AMERICANA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-americana.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,,2
PRUNUS AMYGDALUS DULCIS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/prunus-amygdalus-dulcis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",goodie,,2
PRUNUS ARMENIACA,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/prunus-armeniaca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",goodie,,2
PRUNUS DOMESTICA SEED EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-domestica-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,,2
PRUNUS DOMESTICA SEED OIL,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-domestica-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",superstar,"Non-fragrant plant oil, more commonly known as plum (and, when dried, prune) that is a rich source of several potent antioxidants.The oil form of this plant ingredient is likely more potent in terms of its antioxidant potential than isolated extracts. As such, this plant oil packs extra benefits for dry skin.References for this information:Biofactors, Volume 21, 2004, pages 309–313",3
PRUNUS DULCIS,https://www.paulaschoice.com/ingredient-dictionary/emollients/prunus-dulcis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],goodie,,2
PRUNUS SEROTINA (WILD CHERRY) FRUIT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-serotina-wild-cherry-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Commonly known as black cherry, this dark fruit is a potent source of antioxidants, notably several kinds of antioxidants known as polyphenols. Black cherry is also a rich source of vitamin C. The antioxidant benefits of this cherry can help defend skin from the visible effects of airborne pollutants as well as delivering skin-calming benefits. References for this information: Nutrients, March 2018, ePublication International Journal of Molecular Sciences, February 2016, ePublication Molecules, November 2013, pages 14,597-14,612 Critical Reviews in Food Science and Nutrition, January 2011, pages 1-12",3
PSEUDOPTEROGORGIA ELISABETHAE,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/pseudopterogorgia-elisabethae.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",superstar,,3
PSIDIUM GUAJAVA FRUIT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/psidium-guajava-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"More commonly known as guava, Psidum guajava fruit extract is a rich source of bioactive antioxidants, including gallic acid, catechin, chlorogenic acid, rutin, quercetin, tocopherol, beta-carotene and lycopene. The leaf extract is also a good source of beneficial compounds for healthy skin. Topical application of guava fruit can deliver these valuable antioxidants to skin, assuming the product in question is packaged to keep these light- and air-sensitive compounds stable during use (meaning no jar packaging). References for this information: Journal of Separation Science, October 2017, pages 3,817-3,829 EXCLI Journal, September 2015, pages 1,020-1,030 Physiology and Molecular Biology of Plants, October 2009, pages 327-334",3
PUERARIA LOBATA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pueraria-lobata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,,3
PULLULAN,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pullulan.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer']",goodie,"Glucan gum produced by black yeast that contains polysaccharides, which makes it a good water-binding agent, thickening agent, and antioxidant.",2
PUMPKIN,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pumpkin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Plant whose seeds are a rich source of fatty acids and several antioxidant components, including carotene, lutein, and various cartenoid pigments. Pumpkin oil is a rich source of the skin-restoring ingredient linoleic acid and antioxidant vitamin E. Pumpkin does not contain fragrance chemicals that are sensitizing to skin, and as such can be considered a beneficial plant ingredient. Enzymes naturally present in pumpkin are often claimed to be alternative exfoliant/peel ingredients for skin. There is no substantiated research supporting the efficacy of exfoliating skin with pumpkin enzymes. In all likelihood, the enzymes do not remain active or stable once they are added to a cosmetic product.",3
PUMPKIN SEED EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pumpkin-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Texture Enhancer', 'Emollients']",superstar,"Type of squash that is a very good source of antioxidant cartenoids and vitamin E. Pumpkin seed extract and pumpkin seed oil are also a great source of essential fatty acids (including linoleic acid) and zinc. It's an excellent non-fragrant plant extract to see in cosmetics.
References for this information:
Journal of Food Science, June 2012, issue 6, pages C653-657
Natural Product Research, September 2011, pages 1524-1539",3
PUNICA GRANATUM EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/punica-granatum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,,3
PURIFIED WATER,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/purified-water.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],goodie,,2
PURSLANE,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/purslane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",superstar,,3
PVM/MA DECADIENE CROSSPOLYMER,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvm%2Fma-decadiene-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,Synthetic polymer used as a film-forming and thickening agent.,2
PVP,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvp.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,,2
PVP/DIMETHYLAMINOETHYLMETHACRYLATE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvp%2Fdimethylaminoethylmethacrylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,Polymer formed from PVP (polyvinylpyrrolidone) and the film-forming agent dimethylaminomethacrylate.,2
PVP COPOLYMER,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvp-copolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,,2
PYCNOGENOL,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pycnogenol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Antioxidant derived from the bark of the French Maritime pine tree, also known as Pinus pinaster bark extract. The term pycnogenol was previously used generically but is now a trademarked ingredient. Pycnogenol contains antioxidant-rich compounds (including procyanidins belonging to the flavonoid family of ingredients) capable of complementing the benefits of daily sunscreen use. Studies support the claim that pycnogenol is a potent antioxidant that can help neutralize oxidative stress. There is also a great deal of research backing pycnogenol as an oral supplement for its anti-inflammatory properties, antioxidant benefits, and regeneration of skin’s elasticity. References for this information: Nutrients, March 2018, ePublication Skin Pharmacology and Physiology, 2016, pages 13-17 Die Pharmazie, January 2013, pages 75-80 Research in Pharmaceutical Sciences, January-June 2011, pages 1-11 Photochemistry and Photobiology, February 2004, pages 193-198",3
PYRIDOXINE HYDROCHLORIDE (HCL),https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pyridoxine-hydrochloride-%28hcl%29.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",goodie,Scientific name for vitamin B6; may have antioxidant benefits for skin when applied topically.,2
PYRUS CYDONIA,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pyrus-cydonia.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer']",icky,,0
PYRUS MALUS (APPLE) FRUIT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pyrus-malus-apple-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Plant Extracts', 'Texture Enhancer']",superstar,"Pyrus malus (apple) fruit extract is a species of apple; the pectin derived from it is used as a thickener in cosmetics and the fruit is a tremendous source of polyphenolic antioxidants, which lets it ably scavenge multiple types of free radicals before they damage skin. The numerous types of apple-derived ingredients used in skin care have shown to be safe for skin; however, do keep in mind that in the case of apple stem cells, these do not work on skin as they do in the plant. Despite this disappointment, apple stem cells maintain their antioxidant benefit. References for this information: Foods, Volume 7, Issue 2, January 2018 ePublication Current Pharmaceutical Design, Volume 22, 2016, pages 189-195 https://www.cir-safety.org/sites/default/files/apple.pdf",3
QUATERNIUM-15,https://www.paulaschoice.com/ingredient-dictionary/preservatives/quaternium-15.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],average,"Formaldehyde-releasing preservative used in cosmetics. It can aggravate skin, as can all preservatives, although quaternium-15’s ability to do so is very low if the amount in a product is less than 0.2%.
References for this information:
International Journal of Toxicology, May 2010, supplement 3, pages 98S-114S",1
QUATERNIUM-18 HECTORITE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/quaternium-18-hectorite.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,Used as a suspending agent and also has emulsifying properties.,2
QUATERNIUM AMMONIUM COMPOUNDS,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/quaternium-ammonium-compounds.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],goodie,"A wide range of ingredients, called “quats” for short, that share a unique molecular structure that makes them strongly attracted to hair. When one end of the quat grabs the hair, the other end sticks out, providing a handle for another quat molecule to grab onto. This linking creates a lineup on the hair that resembles a temporarily smooth surface, allowing combs and brushes to more easily glide through hair. Found primarily in shampoos, rinse-off and leave-in conditioners, and any product that claims to detangle the hair, these less-than-poetic-sounding ingredients are essential for having manageable hair. Typical quats on an ingredient list include guar hydroxypropyltrimonium chloride, dicetyldimonium chloride, dihydrogenated tallow benzylmonium chloride, behentrimonium chloride, behenalkonium betaine, benzalkonium chloride, quaternium 18, stearalkonium chloride, cetrimonium chloride, and many more.",2
QUERCETIN,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/quercetin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Bioflavonoid ingredient from plants. Quercetin occurs naturally in red wine, tea, onions, kale, tomatoes, berries, and many other fruits and vegetables, with the highest concentrations found in the leaves and skins. It functions as an antioxidant, skin-soothing agent, and restorative ingredient. Quercetin is present in some herbal ingredients, too, including St. John’s wort and Ginkgo biloba.
In terms of skincare, research has shown that a lipid-based delivery system is optimal for quercetin to exert antioxidant benefits. Even more exciting, this type of formula provides an initial burst of quercetin followed by sustained release over a 24-hour period. When quercetin is mixed with silicone and lipids, the intake is greater, as confirmed by testing on human skin.
References for this information:
International Journal of Pharmacology, January 2013, issues 1-2, pages 56-66
Skin Pharmacology and Physiology, 2013, issue 2, pages 57-67",3
QUERCUS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quercus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],icky,,0
QUERCUS INFECTORIA EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quercus-infectoria-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],icky,,0
QUILLAJA EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quillaja-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],goodie,"Extract of the Chilean soap bark tree. It contains a good amount of saponins, which have cleansing and water-binding properties for skin.",2
QUINCE SEED,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quince-seed.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer']",icky,"Used as a thickening agent in cosmetics, but also has astringent properties and may cause skin sensitivity.",0
QUINOA OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quinoa-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",goodie,"Derived from quinoa grain, It may have emollient properties for skin, but there is little research showing this to be the case.",2
RAPESEED OIL,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rapeseed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",superstar,"Nonfragrant oil that has emollient and potential antioxidant properties for skin and is a rich source of omega-3 and omega-6 fatty acids.
References for this information:
British Journal of Nutrition, May 2002, issue 5, pages 489–499",3
RAPHANUS SATIVUS (RADISH) SEED OIL,https://www.paulaschoice.com/ingredient-dictionary/emollients/Raphanus-sativus-radish-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients', 'Antioxidants']",superstar,"Raphanus sativus (radish) seed oil is non-fragrant plant oil that’s a rich source of unsaturated fatty acids, including oleic, erucic, palmitic, and linolenic, all of which help replenish skin by strengthening its surface against moisture loss. This plant oil also contains potent antioxidants known as flavonoids, including sulforaphane, and is capable of neutralizing many types of free radicals before they can damage skin. The antioxidant benefits of this oil are also helpful in keeping other cosmetic ingredients stable in formulas. References for this information: Experimental and Clinical Sciences, October 2016, pages 571-577 Journal of Advanced Research, May 2016, pages 413-421 Evidence-Based Complementary and Alternative Medicine, July 2013, ePublication",3
RASPBERRY SEED EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/raspberry-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,,2
RASPBERRY SEED OIL,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/raspberry-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,,2
RED 27 LAKE,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/red-27-lake.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,,2
RED 28,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/red-28.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,"A synthetic coloring agent that utilizes a combination of colors to create its red hue. Also known as D&C Red No. 28, this coloring agent is certified by the U.S. Food & Drug Administration (FDA) for use in drugs and cosmetics. Each batch must be certified before it is used in cosmetics, which ensures it meets quality and purity standards. It’s considered safe in the concentrations used in cosmetics, but is not used in products meant for application around the eyes. References for this information: https://cosmeticsinfo.org/ingredient/red-28-lake https://www.fda.gov/forindustry/coloradditives/coloradditiveinventories/ucm106626.htm",2
RED 33,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/red-33.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,,2
RED 6 LAKE,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/red-6-lake.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,,2
RED 7 LAKE,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/red-7-lake.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,"A synthetic coloring agent approved for use in drugs and cosmetics. The lake colors are insoluble in water, so are often used in non-aqueous cosmetics such as lipsticks and powder blush. As with all lake colors used in cosmetics, red 7 lake is subject to batch certification before each use in cosmetic products. This certifies purity and safety before the coloring agent is added to the product. References for this information: https://cosmeticsinfo.org/ingredient/red-7-lake Cosmetics, July 2018, ePublication",2
RED ALGAE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/red-algae.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Emollients', 'Plant Extracts']",superstar,,3
RED CLOVER,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/red-clover.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",goodie,"Can have antioxidant and skin-soothing properties.
References for this information:
Photochemistry and Photobiology, September 2001, pages 465–470",2
REDUCING AGENT,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/reducing-agent.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],goodie,"Versatile ingredient composed of several non-volatile alcohols. Functions as a skin-replenishing agent, emulsifier, solvent, and surfactant.",2
RESVERATROL,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/resveratrol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",superstar,"Potent polyphenolic antioxidant abundant in red grapes and, therefore, in red wine. 
Applied topically, resveratrol helps protect skin’s surface and helps rebuff negative environmental influences. It also has significant skin-calming properties that may help minimize the look of redness. 
References for this information:
Journal of Drugs in Dermatology, December 2013, pages 1389-1394
Archives of Biochemistry and Biophysics, April 2011, pages 164-170
Antioxidants and Redox Signaling, December 2001, pages 1041-1064",3
RETINOL,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/retinol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins', 'Skin-Restoring']",superstar,"Name for the entire vitamin A molecule. Retinol is a powerhouse ingredient that has value for skin on several fronts: It’s a skin-restoring, wrinkle-smoothing, firming ingredient and an antioxidant, allowing it to improve a variety of skin concerns, most related to visible signs of aging. Packaging is a key issue, so any container that lets in air (like jar packaging) or sunlight (clear containers) just won’t cut it. Lots of retinol products come in unacceptable packaging; these should be avoided because the retinol will most likely be (or quickly become) ineffective. Look for opaque, airless, or air-restrictive packaging. Many consumers are concerned about the percentage of retinol in anti-aging products such as serums or moisturizers. Although the percentage can make a difference (especially if it’s too low), it’s not helpful in understanding how a retinol product will benefit your skin. Far more important is the delivery system, packaging, and the other ingredients present with the retinol.  Using a product with a range of anti-aging ingredients plus retinol is far more valuable for skin than using a product with only a supposedly high percentage of retinol. Skin needs far more than any one ingredient can provide, however great that one ingredient may be. See our article on this topic for detailed information. There are several myths about using retinol with other anti-aging ingredients or products, such as those with vitamin C or exfoliants like glycolic acid. See our article on this topic to learn what the research has shown to be true. References for this information: Journal of Drugs in Dermatology, March 2015, pages 271-280 Dermatology, May 2014, pages 314-325 Dermatoendocrinology, July 2012, issue 3, pages 308-319 Toxicological Research, March 2010, pages 61-66 Archives of Dermatology, May 2007, pages 606-612 The Journal of Pathology, January 2007, issue 2, pages 241-251 Clinical Interventions in Aging, December 2006, pages 327-348",3
RETINYL ASCORBATE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/retinyl-ascorbate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",superstar,"An ester of vitamin A (retinoic acid) and vitamin C (ascorbic acid) that functions as an antioxidant that seems to have a particular affinity for skin and its lipids, making it an effective topical option for improving skin's defense against environmental damage. This mix also shows greater stability in skin than when retinol or vitamin C are used alone.
References for this information:
Pharmazie, October 2005, pages 794-795
Skin Pharmacology and Physiology, November-December 2004, issue 6, pages 274-282
International Journal of Pharmaceutics, August 2004, issues 1-2, pages 113-124",3
RETINYL PALMITATE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/retinyl-palmitate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Restoring', 'Vitamins']",superstar,"Combination of retinol (pure vitamin A) and the fatty acid palmitic acid. Research has shown it to be an effective antioxidant when applied to skin. You may be surprised to learn that retinyl palmitate is found naturally in our skin, where it works as an antioxidant, particularly in regard to helping protect skin from UV light exposure—though it does not replace the need for sunscreen. Reports that retinyl palmitate is not a safe ingredient are false. They’re based on a study from nearly 20 years ago that has never been reproduced or tested under real-life conditions such as how people use sunscreens that contain this ingredient. In addition, to date, there is no scientific evidence that retinyl palmitate is a carcinogen in humans. The safety of retinyl palmitate is supported by several accredited organizations and their opinions are widely available online. If you still have concerns, we encourage you to research the topic further.References for this information:Journal of Biomedical Nanotechnology, February 2016, pages 394-403Acta Biochimica Polonica, 2015, pages 201-206Clinical Interventions in Aging, December 2006, pages 327-348Journal of Investigative Dermatology, November 2003, pages 1163-1167",3
RETINYL RETINOATE,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/retinyl-retinoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Vitamins']",superstar,"Synthetic, “new generation” retinol with research showing its usefulness for restoring and improving signs of aging in skin. Retinyl retinoate has been shown, in limited but promising research (most coming from the same team of Korea-based researchers), to be less sensitizing than retinoic acid (prescription-strength) and cosmetic retinol. Retinyl retinoate may be less sensitizing than pure retinol because of its slower conversion in skin to retinoic acid. However, when it comes to sensitivity from retinol, there’s much that can be done using time-release delivery systems and ingredient additions to maximize its benefits to skin while minimizing, if not eliminating, its risk of sensitivity.
Although there’s reason to consider retinyl retinoate if your skin seems intolerant of cosmetic retinol, it shouldn’t be construed as better or safer for skin than such alternatives.
References for this information:
Dermatology Research and Practice, 2010
Cutis, October 2008, issue 4, pages 281-284
The Chemistry and Manufacture of Cosmetics. Allured Publishing Corp. 2002, pages 833-839",3
RHODIOLA ROSEA ROOT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rhodiola-rose-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],superstar,"The extract of the plant Rhodiola rosea, also known as Arctic root or golden root, that is high in antioxidants and flavonoids. Research has shown it can help improve the appearance of fine lines and wrinkles. References for this information: Archives of Dermatological Research, April 2010, pages 191-200",3
RIBOFLAVIN,https://www.paulaschoice.com/ingredient-dictionary/vitamins/riboflavin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Vitamins'],average,,1
RICE BRAN OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rice-bran-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",goodie,Emollient oil similar to other non-fragrant plant oils. Research has not shown that it has any superior benefit for skin.,2
RICE OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rice-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",goodie,Emollient similar to other nonfragrant plant oils. There is no research showing this has any superior benefit for skin.,2
RICE STARCH,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rice-starch.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Absorbent']",goodie,"Absorbent substance sometimes included in products rather than talc. Rice starch has a drier finish than talc, and is sometimes used in high amounts in powders meant for those with very oily skin.",2
RICINOLEATE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ricinoleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,Glyceryl triester used in cosmetics as a thickening agent and emollient.,2
RICINUS COMMUNIS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/ricinus-communis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",goodie,,2
ROBINIA PSEUDACACIA EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/robinia-pseudacacia-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",icky,,0
ROSA CANINA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rosa-canina.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",goodie,,2
ROSA CENTIFOLIA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rosa-centifolia.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",goodie,,2
ROSA CENTIFOLIA FLOWER,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rosa-centifolia-flower.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",goodie,,2
ROSA DAMASCENA OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rosa-damascena-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,"Oil of a very fragrant pink rose used as fragrance in cosmetics. Extensive research has shown it has mixed benefits. In the pro column, inhaling this flower’s scent seems to have relaxing properties and the plant’s petals contain skin-soothing and antioxidant compounds that can benefit skin.
On the flipside, the numerous chemicals that create this rose’s distinctive fragrance pose a risk of causing skin aggravation.
Reference for this information:
Iranian Journal of Basic Medical Sciences, July-August 2014, pages 295-307",0
ROSA EGLANTERIA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rosa-eglanteria.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",goodie,,2
ROSA GALLICA FLOWER EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rosa-gallica-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,Fragrant extract.,0
ROSA MOSQUETA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rosa-mosqueta.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",goodie,,2
ROSA ROXBURGHII EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rosa-roxburghii-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Extract from the chestnut rose; can be a source of antioxidants for skin, and does not impart fragrance.
References for this information:
International Journal of Clinical Chemistry and Applied Molecular Biology, November 2001, pages 37–43",3
ROSA RUBIGINOSA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rosa-rubiginosa.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",goodie,,2
ROSE FLOWER,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rose-flower.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,Highly fragrant substance that can aggravate skin.,0
ROSE FLOWER OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rose-flower-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",icky,"Fragrant, volatile oil that can aggravate skin. There’s no research showing this has any benefit for skin, although components of rose can have soothing and antioxidant effects on skin.
References for this information:
Iranian Journal of Basic Medical Sciences, July-August 2014, issue 4, pages 295-307",0
