Ingredient_name,Link,Rating,Rating_score,Irritancy,Comedogenicity,Functions,Quick_facts,Details
Sytenol A,https://incidecoder.com/ingredients/bakuchiol,goodie,2,,,"{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient', 'antioxidant': '/ingredient-functions/antioxidant', 'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial', 'emollient': '/ingredient-functions/emollient'}",,"['At first glance, you could think that Bakuchiol is your average plant extract. It is derived from the seeds of\xa0Psoralea Corylifolia, aka Babchi,\xa0a\xa0plant important in Indian and Chinese medicine. The molecule was first isolated in 1973 and several anti-something properties are known about it: it has anti-inflammatory, antioxidant, anti-tumor, anti-bacterial\xa0and hepatoprotective magical abilities like plenty of other Ayurvedic plant extracts.', 'What makes\xa0Bakuchiol a special snowflake\xa0is the recent discovery that it behaves on the skin in a way very similar to well-known skincare superstar, retinol. While chemically, it has nothing to do with the vitamin-A family, aka retinoids, comparative gene expression profiling (a fancy way of saying that they compared how retinol and bakuchiol modify the way \xa0skin cells behave\xa0and produce\xa0important skin proteins such as collagen) shows that retinol and bakuchiol regulate skin cell behavior in a similar way.', 'To be more specific, both Bakuchiol and retinol upregulate\xa0collagen I, III and IV production and downregulate\xa0MMP, the evil collagen attacking\xa0enzyme in our skin. This means more collagen stays in our skin and we all know that more collagen equals firmer, more wrinkle-free skin.\xa0 A 12-week\xa0clinical study using a 0.5% Bakuchiol formula with 17 people using it twice a day confirmed a significant improvement in lines and wrinkles, elasticity, firmness and an overall reduction in photo-damage. Also, the test formula was very well tolerated, without any retinol-like side effects.', 'What\'s more, a 2018 double-blind\xa0study with 44 people compared 0.5% Bakuchiol with 0.5% retinol cream and found that ""bakuchiol is comparable to retinol in its ability to improve photoaging\xa0and is better tolerated than retinol"". A super promising result after 12 weeks.', ""If you are not a daredevil-type who doesn't want to stop using a super well-proven retinol for a newbie like Bakuchiol, we have good news. The two also work\xa0very nicely together and Bakuchiol can actually help to\xa0stabilize the otherwise unstable and hard to formulate retinol."", 'And we are still not done, as Bakuchiol shows not only anti-aging properties but also nice anti-acne\xa0effects. 1% Bakuchiol seems to be very effective in itself (57% reduction in acne after 6 weeks treatment) and even better when combined with 2% salicylic acid\xa0(67% reduction in acne after 6 weeks). We like that Bakuchiol is such a good team player!\xa0 The molecule works against acne in multiple ways: It downregulates 5α-reductase (a\xa0sebum-controlling enzyme), it is antibacterial (including P. acnes), anti-inflammatory and it inhibits lipid-peroxidation, an evil oxidative process that is recently thought to be a very early trigger in the acne process.', 'We feel that this description is becoming very long so we will just mention that Bakuchiol also seems to positively regulate hydration-related genes such as Aquaporin 3 and also shows some melanin-inhibiting properties.', 'Overall, we think Bakuchiol is an awesome\xa0molecule with lots of promise both for anti-aging and anti-acne. But the proof compared to the well-established superstars is far from solid, so in a skincare routine, we would rather add Bakuchiol next to retinol than straight up replace it. Unless you are a gimme-the-newest-shiny-thing-under-the-sun-type.']"
T-Butyl Alcohol,https://incidecoder.com/ingredients/t-butyl-alcohol,No rating,-1,,,"{'perfuming': '/ingredient-functions/perfuming', 'solvent': '/ingredient-functions/solvent'}",,['A clear liquid with a camphor-like odor that is used as a solvent.']
TEGO Pep 4-17,https://incidecoder.com/ingredients/tetrapeptide-17,goodie,2,,,,,"[""A peptide sequence based on skin's own structure that's claimed to minimize\xa0the appearance of wrinkles, boost collagen\xa0production\xa0and reduce\xa0skin roughness.""]"
Talc,https://incidecoder.com/ingredients/talc,No rating,-1,0,1,"{'abrasive/scrub': '/ingredient-functions/abrasive-scrub', 'absorbent/mattifier': '/ingredient-functions/absorbent-mattifier'}",,"['Talc is the major component of\xa0most powder makeup products (think face powder, eyeshadows, and blushers) that usually contain it up to 70%. Its two winning properties that make it very suitable for this role is its outstanding spreadability for a smooth application and its low covering power, aka translucency to avoid clown-like effects.', 'Chemically speaking, it is a clay mineral (hydrated magnesium silicate) that is mined in several countries. The drawback of mined minerals is potential impurities and\xa0the version used in cosmetics has to be white (not gray like cheaper grades), free from asbestos, sterilized and\xa0have\xa0thin plates for a maximum slip.']"
Tamanu Oil,https://incidecoder.com/ingredients/calophyllum-tacamahaca-oil,goodie,2,,,"{'soothing': '/ingredient-functions/soothing', 'emollient': '/ingredient-functions/emollient'}",,"[""An oil coming from cool\xa0places like Tahiti, Bora Bora, and\xa0the island of Polynesia. Similar to other more common plant oils, it's loaded with nourishing and moisturizing fatty acids (oleic acid: 40%, linoleic acid: 35%, palmitic acid: 15% and stearic acid: 11%)."", 'Its unique thing is that it contains calophyllic acid\xa0that gives the oil extra healing and regenerating effects. A manufacturer even claims that tamanu oil can protect small capillary vessel and is recommended for redness and\xa0rosacea-prone skin.']"
Tamanu Oil,https://incidecoder.com/ingredients/calophyllum-inophyllum-seed-oil,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'emollient': '/ingredient-functions/emollient', 'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial'}",,"[""A\xa0green-yellowish\xa0oil coming from cool\xa0places like Tahiti, Bora Bora, and\xa0the island of Polynesia.\xa0Similar to other more common plant oils, it's loaded with\xa0nourishing and moisturizing\xa0fatty acids (oleic acid: 30-55%,\xa0linoleic acid: 15-45%,\xa0palmitic acid: 5-20% and\xa0stearic acid: 5-25%)."", 'The special thing about Tamanu oil, though, is that it contains the totally unique fatty acid called\xa0calophyllic acid\xa0that is suspected to give the oil its amazing healing and regenerative properties. The traditional uses of Tamanu oil range from using it for all kinds of rheumatism (inflammation\xa0in joints) to burns, wounds, skin rashes, and chapped lips and modern studies do confirm the wisdom of the old Polynesians.\xa0In fact, the wound\xa0healing properties of Tamanu oil is so strong that it produces visible improvements even for old (older than 1 year) scars during a 6-9 week period.', 'Other than that, according to manufacturer info,\xa0Calophyllum Inophyllum Oil also has significant SPF boosting and\xa0antioxidant properties. This latter one is probably due to its significant vitamin E content with\xa0delta-tocotrienol (236mg/kg) being the main form in the oil.', 'Overall, Tamanu seems to be an amazing oil for skin that is in need of some regeneration and protection.']"
Tamarind Seed Gum,https://incidecoder.com/ingredients/tamarindus-indica-seed-gum,goodie,2,,,"{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant', 'viscosity controlling': '/ingredient-functions/viscosity-controlling', 'emulsion stabilising': '/ingredient-functions/emulsion-stabilising'}",,"[""Tamarind seed gum is a polysaccharide that moisturizes and smoothes the skin. According to manufacturer info, it also improves the skin's elasticity and leaves an extremely pleasant velvety feeling on the skin.""]"
Tamarindus Indica Seed Gum,https://incidecoder.com/ingredients/tamarindus-indica-seed-gum,goodie,2,,,"{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant', 'viscosity controlling': '/ingredient-functions/viscosity-controlling', 'emulsion stabilising': '/ingredient-functions/emulsion-stabilising'}",,"[""Tamarind seed gum is a polysaccharide that moisturizes and smoothes the skin. According to manufacturer info, it also improves the skin's elasticity and leaves an extremely pleasant velvety feeling on the skin.""]"
Tangerine Essential Oil,https://incidecoder.com/ingredients/citrus-reticulata-peel-oil,icky,0,,,"{'perfuming': '/ingredient-functions/perfuming', 'deodorant': '/ingredient-functions/deodorant'}",,"['The\xa0essential oil coming\xa0from the rind of the mandarin orange also called\xa0tangerine. In general, the main component of citrus peel oils is\xa0limonene\xa0(80-97%), a super common fragrant ingredient that\xa0makes everything smell nice\xa0(but counts as a frequent skin sensitizer).', 'Other than that, citrus peel also contains the problematic compound called furanocoumarin that makes them mildly phototoxic. In general, the sweeter the citrus, the less it contains, so tangerine peel contains less of it than some other citruses (like bergamot or lime), but still, be careful with it especially if it is in a product for daytime use.']"
Tapioca Starch,https://incidecoder.com/ingredients/tapioca-starch,No rating,-1,,,{'viscosity controlling': '/ingredient-functions/viscosity-controlling'},,"['A soft, white powder that can be used as a talc replacement in body\xa0powders or in pressed powders. It also has some oil absorbing properties and gives increased cushion and richness to emulsion-type formulas.']"
Taraxacum Officinale Leaf Extract,https://incidecoder.com/ingredients/taraxacum-officinale-leaf-extract,No rating,-1,,,,,"['The extract coming from the leaves of dandelion. It\'s a folkloric medicine for the treatment of liver and kidney disorders and we could find several studies confirming its liver-protecting, ""detoxifying"" effect.', 'What we could not find is information on what dandelion is\xa0doing in cosmetic products.\xa0Our best info is that it ""enhances the clarity of skin"" by helping the detoxification of the liver (though we have to admit we are a bit sceptical about this).']"
Tartrazine,https://incidecoder.com/ingredients/ci-19140,No rating,-1,,,{'colorant': '/ingredient-functions/colorant'},,"[""Ci 19140 \xa0or Tartrazine is a super common colorant in skincare, makeup, medicine & food. It’s a synthetic lemon yellow that's\xa0used alone or mixed with other colors for special shades."", ""FDA says\xa0it's possible, but rare, to have an allergic-type reaction to a color additive. As an example, it mentions that Ci 19140\xa0may cause itching and hives in some people but the colorant is always labeled so that you can avoid it if you\xa0are sensitive.""]"
Tasmanian Pepper Extract,https://incidecoder.com/ingredients/tasmannia-lanceolata-fruit-leaf-extract,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'soothing': '/ingredient-functions/soothing'}",,"['Tasmanian Pepper is a nice shrub living under hard conditions in\xa0the mountains of the Southeastern lands of Australia. It has\xa0small, round, purple-black berries that\xa0when dried, look like black pepper. Hence the name.', 'As for skincare, the berries contain a couple of great actives. The primary one is called\xa0polygodial\xa0that has potent anti-inflammatory, anti-allergic and antimicrobial activity. According to the manufacturers in-vivo (made on real people) tests, Tasmanian Pepper Extract can relieve\xa0itching and burning sensation to a great extent (79% and 58% decrease) almost instantly (after only 5 mins).', 'It also contains\xa0anthocyanins, that are well-known antioxidants. The berries are claimed to have an antioxidant power 3x greater than blueberries. A third active in the berries is called rutin, an anti-inflammatory agent that can strengthen capillaries. Thanks to this, Tasmanian Pepper might be able to help reduce dark undereye circles.', 'All in all, an interesting plant extract with soothing and antioxidant activity.']"
Tasmannia Lanceolata Fruit/ Leaf Extract,https://incidecoder.com/ingredients/tasmannia-lanceolata-fruit-leaf-extract,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'soothing': '/ingredient-functions/soothing'}",,"['Tasmanian Pepper is a nice shrub living under hard conditions in\xa0the mountains of the Southeastern lands of Australia. It has\xa0small, round, purple-black berries that\xa0when dried, look like black pepper. Hence the name.', 'As for skincare, the berries contain a couple of great actives. The primary one is called\xa0polygodial\xa0that has potent anti-inflammatory, anti-allergic and antimicrobial activity. According to the manufacturers in-vivo (made on real people) tests, Tasmanian Pepper Extract can relieve\xa0itching and burning sensation to a great extent (79% and 58% decrease) almost instantly (after only 5 mins).', 'It also contains\xa0anthocyanins, that are well-known antioxidants. The berries are claimed to have an antioxidant power 3x greater than blueberries. A third active in the berries is called rutin, an anti-inflammatory agent that can strengthen capillaries. Thanks to this, Tasmanian Pepper might be able to help reduce dark undereye circles.', 'All in all, an interesting plant extract with soothing and antioxidant activity.']"
Tea Seed oil,https://incidecoder.com/ingredients/camellia-oleifera-seed-oil,goodie,2,,,{'emollient': '/ingredient-functions/emollient'},,"['A beautiful golden-yellow oil coming from the Camellia tree. It\'s a 5 -10 meters high tree with spectacular white flowers native to Asia. It\'s pretty common there and also used as cooking oil or salad dressing. Sometimes Camellia oil is referred to as ""the olive oil of Asia"".', ""So what can it do for the skin? Similar to many other great non-fragrant plant oils, it's a great emollient and moisturising oil for dry skin. It's light in texture, absorbs fast into the skin and leaves it soft and supple."", ""It contains a bunch of good-for-the-skin stuff: it's very rich (70-85%) in nourishing and moisturising fatty acid, oleic acid (though if you are acne-prone be careful with oleic acid), contains significant amount of antioxidant vitamin\xa0E (0.15%) as well as great emollient and antioxidant squalene (2-3%)."", 'All in all, a skin goodie especially for dry skin.']"
Tea Tree Leaf Extract,https://incidecoder.com/ingredients/melaleuca-alternifolia-leaf-extract,No rating,-1,,,"{'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial', 'perfuming': '/ingredient-functions/perfuming'}",,"['When it comes to Tea Tree, the essential oil is the one that steals the show with its well-documented antimicrobial and anti-acne effects. The extract is not very well defined,\xa0and it probably contains\xa0the active components of the oil in much-reduced concentrations.\xa0Manufacturers still mention\xa0soothing, antimicrobial, purifying and antiseptic\xa0properties for the tea tree extract.']"
Tea Tree Oil,https://incidecoder.com/ingredients/melaleuca-alternifolia-leaf-oil,goodie,2,,,"{'soothing': '/ingredient-functions/soothing', 'anti-acne': '/ingredient-functions/anti-acne', 'antioxidant': '/ingredient-functions/antioxidant', 'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial', 'perfuming': '/ingredient-functions/perfuming'}",,"['The famous tea tree\xa0oil. One of the best known essential oils which comes from Australia where it has been used for almost 100 years for its antiseptic and anti-inflammatory actions. Legend has it\xa0that the medicinal benefits of the oil were considered so important that Australian soldiers were supplied with some tea tree oil in their World War II military kit.', 'Similar to other essential oils, tea tree oil is a very complex chemical mixture consisting of about 100 components,\xa0the\xa0major ones being terpinen-4-ol\xa0(40%), γ-Terpinene (23%)\xa0and α-Terpinene (10%). Terpinen-4-ol is considered to be the main active component but as a great\xa0article in Clinical Microbiology Reviews states ""while some TTO components may be considered less active, none can be considered inactive"" and most components contribute\xa0to TTO\'s strong antibacterial, antiviral and antifungal effects.', 'Regarding skincare and tea tree oil, its most well-known effect is probably being a well established anti-acne ingredient. Multiple studies confirm that TTO is effective against the evil acne-causing\xa0bacteria called P. acnes and the effectiveness of 5% TTO gel is comparable to the gold standard anti-acne treatment,\xa05% Benzoyl Peroxide\xa0lotion. You need to be a bit more patient with TTO, though, as its effects come slower but also with fewer side effects.', 'Regarding TTO and sensitive skin, we say that you should be careful. Even if your skin is not sensitive you should never put undiluted TTO on your skin. Luckily, it contains only very small amounts of the common allergens (such as limonene), but irritant and allergic reactions still happen, especially by oxidation products that occur in older or\xa0not properly stored oil.\xa0 So if you have some pure TTO at home, know that storage matters, keep it in a cool, dry, dark place and use it up in a reasonable amount of time.', ""Overall, we do not often give a goodie status to essential oils, but we feel that TTO's unique antibacterial and anti-acne properties with its minimal allergen content warrant an exception. If your skin is acne-prone, TTO is something to experiment with.""]"
Tea Tree Water,https://incidecoder.com/ingredients/melaleuca-alternifolia-leaf-water,No rating,-1,,,"{'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial', 'astringent': '/ingredient-functions/astringent'}",,"['The much-much diluted version of the famous\xa0Tea Tree Essential Oil, the so-called hydrosol that is created as a by-product of steam-distillation\xa0used for producing essential oils. In general,\xa0hydrosols contain the\xa0same components as their big sister essential oil but in way-reduced concentrations. We have seen a specification\xa0saying 99% of the tea tree water is water, and about 1% consists of very small amounts of the dissolved essential oil and the water-soluble parts of the tea tree leaves.', 'So\xa0tea tree water might have\xa0some soothing, antibacterial and anti-acne properties but much less strong than the\xa0essential oil.']"
Tea-Lactate,https://incidecoder.com/ingredients/tea-lactate,No rating,-1,,,{'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant'},,['The salt form of lactic acid. It works as a moisturizer in skin care products.']
Telosomyl,https://incidecoder.com/ingredients/kappaphycus-alvarezii-extract,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,"[""An extract coming from\xa0red algae that's rich in milk sugar polysaccharide\xa0called galactan. \xa0According to the manufacturer, it can stimulate\xa0the telosomic protein expression\xa0thus limiting the shortening of telomeres."", ""Telomeres\xa0are like the plastic tips at the end\xa0of shoelaces:\xa0they give a protective ending to the DNA strands. The problem is\xa0that they get shorter and shorter with\xa0chromosome replication and after a while, they cannot protect the DNA strands anymore so DNA gets damaged and our cells cannot do their job. \xa0Based on this theory, it's believed that limiting the shortening of telomeres can maintain skin cell longevity and delay the\xa0skin aging process."", 'The in-vitro (in the lab) tests by the manufacturer showed that 0.5% Telesomyl\xa0on pre-senescence\xa0human fibroblasts reduced stress-induced telomeres shortening by 65%. The in-vivo (on people) tests showed that after 42 days, Telesomyl\xa0improved the appearance\xa0of the dermal matrix by 30.2%, \xa0smoothed the skin’s surface around the crow’s feet area, and improved the perceived age of the panellists by 3 years.']"
Teprenone,https://incidecoder.com/ingredients/teprenone,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,"['An anti-aging active ingredient that\'s claimed by its manufacturer to fight ""all signs of aging"" from dehydration, damaged skin barrier, and redness to age spots, wrinkles, and even pores. It works by telomere (the protecting end part of the chromosomes that get shorter during chromosome replication) stabilization and DNA maintenance and is claimed to be able to expand cell lifespan by a third. It might also improve the tissue\xa0quality by optimizing cell communication and cell metabolism.', 'The manufacturer did a simple blind study of 24 participants to back up these rather extraordinary claims. They found that 3%\xa0Renovage cream used for 6 months increased skin moisturization by 30-58% for all panelists, improved barrier integrity by 19-46% for 75% of panelists and fade UVsunspotss by 42 to 56% for all panelists.', 'They also found that after 1 month 75% of the panelists showed an improvement in skin firmness (by 12-35%), elasticity (by 11-31%) and tone (by 19-45%). Renovage also helped skin surface smoothness (roughness on neckline improved by 36%), dilated pores (-17% after 1 month, -26% after 6 months) and skin redness (-30.5%).', ""Phew, that was a long list! The point is that\xa0Teprenone seems to be a promising fix-it-all kind of anti-aging ingredient\xa0though all this info comes from one small test made by the manufacturer, so at this point, it's more of a promise than a proven reality.""]"
Terephthalylidene Dicamphor Sulfonic Acid,https://incidecoder.com/ingredients/terephthalylidene-dicamphor-sulfonic-acid,goodie,2,,,{'sunscreen': '/ingredient-functions/sunscreen'},,"[""A\xa0\xa0L'Oréal-group exclusive sunscreen agent commonly called\xa0Mexoryl SX. As opposed to most sunscreen agents, it is water soluble and protects in the UVA range with a peak absorbance at\xa0345 nm.""]"
Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate,https://incidecoder.com/ingredients/tetradecyl-aminobutyroylvalylaminobutyric-urea-trifluoroacetate,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,"['A small, three amino acid synthetic tripeptide with a\xa0molecular weight smaller than 500 Da (500 Da is often referred to as the limit for proper skin penetration).', 'The manufacturer claims that it can boost the synthesis of hyaluronic acid in the skin (up to 300% based on in-vitro tests) that is important for proper skin hydration and plumpness. It can also improve\xa0collagen fiber quality by increasing some structural skin elements (so-called proteoglycans), like decorin and lumican.', 'The peptide is suggested for firming and remodelling treatments, as well as against skin sagging. It\'s also marketed as a ""needle-free hyaluronan booster"".']"
Tetrahexyldecyl Ascorbate,https://incidecoder.com/ingredients/tetrahexyldecyl-ascorbate,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening'}",,"['Tetrahexyldecyl Ascorbate is a stable, oil-soluble form of skincare big shot Vitamin C. If you do not know, why Vitamin C is such a big deal in skincare, click here and read all about it. We are massive vitamin C fans and have written about it in\xa0excruciating detail.', ""So now, you know that Vitamin C is great and all, but it's really unstable and gives cosmetics companies many headaches. To solve this problem they came up with vitamin C derivatives, and one of them is Tetrahexyldecyl Ascorbate (let's call it ATIP in short)."", ""It's a really promising candidate (see below), but while reading all the goodness about it in a minute, do not forget that derivatives not only have\xa0to be absorbed into the skin but also have to be\xa0converted to pure vitamin C (ascorbic acid or AA) and the efficacy of the conversion is often unknown. In addition,\xa0vitamin C's three magic properties (antioxidant, collagen booster, skin brightener) are all properly proven in-vivo (on real people), but for the derivatives, it's mostly in-vitro studies or in the\xa0case of ATIP, it's in-vitro and done by an ingredient supplier."", ""With this\xa0context in mind let's see what\xa0ATIP might be able to do. First, it is stable (if pH < 5), easy to formulate and a joy to work with for a cosmetic chemist."", ""Second, because it's oil-soluble, its skin penetration abilities seem to be great. So great in fact, that it surpasses the penetration of pure vitamin C\xa0threefold at the same concentration and it penetrates successfully into the deeper layers of the skin (that is usually important to do some anti-aging work). There is also in-vitro data showing that it converts to AA in the skin."", 'Third,\xa0ATIP seems to have all three magic abilities\xa0of pure vitamin C: it gives antioxidant protection from both UVB and UVA rays, it increases collagen synthesis (even more than AA) and it has a\xa0skin brightening effect by reducing melanogenesis by more than 80% in human melanoma cell cultures.', 'So this all sounds really great, but these are only in-vitro results at this point. We could find Tetrahexyldecyl Ascorbate mentioned only in one published\xa0in-vivo study that examined the anti-aging properties of a silicone formula containing 10% AA and 7% ATIP. The authors theorized that the 10% AA is released slowly from the silicon delivery system and probably stays in the upper layer of the skin to give antioxidant benefits, while ATIP penetrates more rapidly and deeply and gives some wrinkle-reducing benefits. The study was a small (10 patients), double-blind experiment,\xa0and the formula did show some measurable anti-aging results. However, it is hard to know how much pure vitamin C or ATIP can be thanked.', 'Bottom line: a really promising, but not well-proven vitamin C derivative that can be worth a try especially if you like experimenting (but if you like\xa0the tried and true, pure vitamin C\xa0will be your best bet).']"
Tetrahydrobisdemethoxydiferuloylmethane,https://incidecoder.com/ingredients/tetrahydrobisdemethoxydiferuloylmethane,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening', 'soothing': '/ingredient-functions/soothing'}",,"[""It's one of those ingredients that defies the *BS* theory that if you cannot pronounce it,\xa0it must be an evil synthetic and you should not put it on your face."", ""It comes from the well-known Indian spice, turmeric and is part of a trio called\xa0Tetrahydrocurcuminoids (THC). You can read more about THC's good properties here.""]"
Tetrahydrocurcuminoids,https://incidecoder.com/ingredients/tetrahydrodiferuloylmethane,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening', 'soothing': '/ingredient-functions/soothing'}",,"['A standardized powdered extract from the roots of the Curcuma longa (Turmeric) plant (together with this and this). \xa0The trio is called\xa0Tetrahydrocurcuminoids (THC) and has skin-brightening, anti-inflammatory and antioxidant magic properties.', 'Other turmeric extracts have brilliant yellow color that makes them difficult to use but this one is color-free.']"
Tetrahydrocurcuminoids,https://incidecoder.com/ingredients/tetrahydrodemethoxydiferuloylmethane,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening', 'soothing': '/ingredient-functions/soothing'}",,"[""Comes from the well-known Indian spice, turmeric and is part of a trio called\xa0Tetrahydrocurcuminoids (THC). You can read more about THC's good properties\xa0here.""]"
Tetrahydrocurcuminoids,https://incidecoder.com/ingredients/tetrahydrobisdemethoxydiferuloylmethane,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening', 'soothing': '/ingredient-functions/soothing'}",,"[""It's one of those ingredients that defies the *BS* theory that if you cannot pronounce it,\xa0it must be an evil synthetic and you should not put it on your face."", ""It comes from the well-known Indian spice, turmeric and is part of a trio called\xa0Tetrahydrocurcuminoids (THC). You can read more about THC's good properties here.""]"
Tetrahydrodemethoxydiferuloylmethane,https://incidecoder.com/ingredients/tetrahydrodemethoxydiferuloylmethane,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening', 'soothing': '/ingredient-functions/soothing'}",,"[""Comes from the well-known Indian spice, turmeric and is part of a trio called\xa0Tetrahydrocurcuminoids (THC). You can read more about THC's good properties\xa0here.""]"
Tetrahydrodiferuloylmethane,https://incidecoder.com/ingredients/tetrahydrodiferuloylmethane,goodie,2,,,"{'antioxidant': '/ingredient-functions/antioxidant', 'skin brightening': '/ingredient-functions/skin-brightening', 'soothing': '/ingredient-functions/soothing'}",,"['A standardized powdered extract from the roots of the Curcuma longa (Turmeric) plant (together with this and this). \xa0The trio is called\xa0Tetrahydrocurcuminoids (THC) and has skin-brightening, anti-inflammatory and antioxidant magic properties.', 'Other turmeric extracts have brilliant yellow color that makes them difficult to use but this one is color-free.']"
Tetrapeptide-14,https://incidecoder.com/ingredients/tetrapeptide-14,goodie,2,,,"{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient', 'soothing': '/ingredient-functions/soothing'}",,"['A peptide designed by a small company (Helix Biomedix) specializing in\xa0developing small proteins aka bioactive-peptides.\xa0Tetrapeptide-14 is claimed to be a soothing, redness reducing peptide that works by down-regulating a\xa0pro-inflammatory\xa0signal molecule (called interleukon-6) to prevent inflammation.', 'The peptide is combined with plant extracts (green tea, boswellia)\xa0and\xa0honey and is sold under the trade name\xa0Granactive AR-1423.\xa0According to the manufacturer of the complex,\xa05% of the active reduced rosacea associated redness by 50% over a 4 weeks study.']"
Tetrapeptide-17,https://incidecoder.com/ingredients/tetrapeptide-17,goodie,2,,,,,"[""A peptide sequence based on skin's own structure that's claimed to minimize\xa0the appearance of wrinkles, boost collagen\xa0production\xa0and reduce\xa0skin roughness.""]"
Tetrapeptide-21,https://incidecoder.com/ingredients/tetrapeptide-21,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,"['A four amino acid (Glycine – Glutamic acid – Lysine – Glycine) peptide that belongs to the group of signal peptides that mimic skin-protein breakdown products to trick the skin into creating some nice new skin proteins, such as collagen (if this sentence is not clear, here is a bit longer and nicer explanation).', 'According to its manufacturer,\xa0Tetrapeptide-21 shows superior collagen, hyaluronic acid and fibronectin (all nice and important\xa0skin elements) boosting activity, and can smooth and minimize all kinds of wrinkles. Their in-vivo (made on real people) tests confirmed that the peptide improves skin elasticity after 8 weeks of use, and they also have some nice before and after pictures showing visible-to-the-naked-eye wrinkle reduction around the eye area.']"
Tetrapeptide-30,https://incidecoder.com/ingredients/tetrapeptide-30,goodie,2,,,{'skin brightening': '/ingredient-functions/skin-brightening'},,"['A four amino acid peptide (Proline – Lysine – Glutamic Acid – Lysine; PKEK) whose main magic power is to fade hyperpigmentation (aka age spots) and even out the skin tone.', 'According to its German manufacturer, Tetrapeptide-30 has a nice anti-inflammatory function that leads to a dual action in hindering the pigmentation process. It acts as a\xa0tyrosinase\xa0inhibitor (the famous enzyme needed to create melanin), and it also blocks the transfer of the melanin up into the top layers of the skin.', 'The manufacturer has done several clinical studies to back up its claims and examined what\xa0Tetrapeptide-30 is doing on Caucasian, Asian as well as on ethnic skin. The results confirmed skin-brightening, reduction of age spots, reduction of skin redness and even some reduction of acne lesions. In the reduction of age spots, the peptide showed some synergistic effects with the nice vitamin-C derivative, called SAP.']"
Tetrasodium EDTA,https://incidecoder.com/ingredients/tetrasodium-edta,No rating,-1,,,{'chelating': '/ingredient-functions/chelating'},,['A handy helper ingredient that\xa0helps products to remain nice and stable for a longer time.\xa0It does so by neutralizing the metal ions in the formula (that usually get into there from water) that would otherwise cause some not so nice changes.']
Tetrasodium Tetracarboxymethyl Naringeninchalcone,https://incidecoder.com/ingredients/tetrasodium-tetracarboxymethyl-naringeninchalcone,goodie,2,,,{'soothing': '/ingredient-functions/soothing'},,"['A water-soluble, stabilized molecule\xa0derived from the polyphenol naringenin chalcone, which naturally occurs in the peel of citrus fruits and tomato skin and is known for its potent anti-allergic and anti-inflammatory properties.', ""According to the Swiss manufacturer's clinical study\xa0with 11 people, an emulsion containing 0.1%Tetrasodium Tetracarboxymethyl Naringeninchalcone\xa0applied twice daily for 56 days visibly reduces skin redness and improves the signs of rosacea skin.""]"
