,name,link,category,rating,discription
1280,Pinus sylvestris extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pinus-sylvestris-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good,
1281,Piper nigrum,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/piper-nigrum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor,
1282,pistachio seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pistachio-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good,Emollient plant oil with uses similar to peanut oil in cosmetics.
1283,Pistacia vera seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pistacia-vera-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good,
1284,Pisum sativum (pea) extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pisum-sativum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Pisum sativa (pea) extract is the Latin name for the garden pea. It has documented antioxidant ability thanks to its natural content of ellagic acid and beta-sitosterol, gallic acid, and quercetin. All of these antioxidants also reduce factors within skin that lead to redness and other signs of sensitivity. When used in higher amounts in cosmetics, the starch portion of peas can help to thicken products; however, generally it’s used in much lower amounts for antioxidant and skin-calming benefit. References for this information: BMC Complementary and Alternative Medicine, Volume 17, March 2017, ePublication Pharmacognosy Review, January-June 2017, pages 39-42 British Journal of Nutrition, August 2012, Supplement, pages S3-S10"
1285,plankton extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/plankton-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Good,"A marine species known as Thalasso plankton and derived from various algae, seaweed, or marine skeletons. There is no research showing plankton extract has any benefit for skin but, like most forms of algae, it can have moisture-binding properties. Although that's good, keep in mind plankton ism't a miracle (not even a minor one) or a must-have ingredient for skin."
1286,plasticizing agents,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/plasticizing-agents.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Average,Ingredients that place a thin layer of plastic over the skin. Typically these are used in facial masks so they can be peeled off the skin.
1287,Plinia cauliflora (jabuticaba) fruit extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/plinia-cauliflora-jabuticaba-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Best,"Jabuticaba is a dark berry native to Brazil and, like many berries, is a rich source of nearly a dozen polyphenolic antioxidants that can help visibly repair skin and shore up its natural defenses.Analysis of the fruit portion of the jabuticaba plant has shown it to contain various carotenoids, minerals (such as copper, selenium, calcium, and manganese), and vitamin E. Vitamin C is also present, but not in an amount that’s considered meaningful for skin. The antioxidant benefits of this fruit extend to the body when jabuticaba is eaten or consumed as a supplement. In fact, compounds in this plant have proven to be particularly effective at neutralizing some of the internal damage from cigarette smoke.References for this information:Journal of Agricultural and Food Chemistry, February 2019, pages 1,513-1,520 Oxidative Medicine and Cellular Longevity, December 2017, pages 1-20Journal of Functional Foods, August 2015, pages 422-433 BioMed Research International, August 2014, ePublication Journal of Agricultural and Food Chemistry, August 2012, pages 7,513-7,525"
1288,plum extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/plum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good,Extract of Prunus americana that may have antioxidant activity when applied topically
1289,plum seed oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/plum-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best,"Plum (Prunus domestica) seed oil, also known as plum kernel oil, is non-fragrant oil extracted from the seeds of the plum fruit. Plum kernel oil is from the same plant family as the almond, but does not share the tree nut proteins that are problematic for those with nut sensitivities. It’s primary use in cosmetics and skincare is as an emollient.
The plum kernel oil is comprised of triglycerides and multiple fatty acids, such as palmitic, stearic, oleic and linoleic acid, as well as a source of vitamin E, C and A.
References for this information:
Romanian Biotechnological Letters, issue 3, 2011
Journal of Saudi Chemical Society, October 2003, issue 9, pages 273-277"
1290,Pogostemon cablin,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pogostemon-cablin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,
1291,poloxamer 184,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/poloxamer-184.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,Synthetic polymer that functions as a cleansing agent.
1292,Poloxamer 407,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/poloxamer-407.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,Liquid polymer that functions as a surfactant. This ingredient can also keep unlike ingredients (such as oil and water) from separating in a cleansing emulsion.
1293,poloxamers,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/poloxamers.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,
1294,polyacrylamide,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyacrylamide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,
1295,polyacrylate-17,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyacrylate-17.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,
1296,polyacrylate crosspolymer,https://www.paulaschoice.com/ingredient-dictionary/film-forming-agents/polyacrylate-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Film-Forming Agents', 'Texture Enhancer']",Good,"A synthetic polymer that functions to protect skin's surface, thicken products, and help keep cosmetic formulas stable. Polyacrylate crosspolymer is a versatile ingredient that can also help give products clarity and improve texture.References for this information:http://www.happi.com/contents/view_unsorted/2007-10-19/whitepaper-polyacrylate-1-crosspolymer/"
1297,polyacrylate crosspolymer-6,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/polyacrylate-crosspolymer-6.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Thickeners/Emulsifiers'],Good,"Polyacrylate crosspolymer-6 is a synthetic powder ingredient that stabilizes and thickens water-based emulsions. It works particularly well to create gel textures that have a non-sticky finish and elegant slip when applied to skin. Chemists may also use this ingredient to help stabilize several bio-active ingredients in a single formula. Polyacrylate crosspolymer-6 is considered safe as used in cosmetics. Reference for this information: International Journal of Toxicology, September-October 2017, pages 59S-88S"
1298,polyaminopropyl biguanide,https://www.paulaschoice.com/ingredient-dictionary/preservatives/polyaminopropyl-biguanide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good,Synthetic polymer that functions as a preservative.
1299,polybutene,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polybutene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,Synthetic polymer derived from mineral oil and used as a thickener and lubricant.
1300,polyethylene,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/polyethylene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients', 'Scrub Agents']",Good,"Form of plastic (synthetic polymer) that has numerous functions in cosmetics products. Rounded polyethylene beads serve as an abrasive agent in many facial scrubs, often used instead of overly abrasive alternatives like walnut shells and ground fruit pits. Also used as a stabilizer, binding agent, thickener, and film-forming agent in moisturizers."
1301,polyethylene glycol,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyethylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Scrub Agents']",Good,"Also listed as PEG on ingredient labels, it helps keep products stable and performs functions similar to those of glycerin. Because polyethylene glycol can penetrate skin, it is also a vehicle that helps deliver other ingredients deeper into skin. Polyethylene glycol as used in cosmetics is purified for safety.
Reference for this information:
Drug Delivery, October 2016, pages 3,101-3,110
Toxicology, October 2005, pages 1-38"
1302,polyglucuronic acid,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglucuronic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,
1303,polyglycerol monostearate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglycerol-monostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good,Used as an emollient and thickening agent in cosmetics.
1304,polyglyceryl-10 caprylate/caprate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-10-caprylate-caprate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Thickeners/Emulsifiers', 'Texture Enhancer']",Good,"A single ester created from polymers and glycerin and blended with the fatty acids known as caprylic and capric acids. In cosmetics, polyglyceryl-10 caprylate/caprate works as a stabilizer by helping to emulsify unlike ingredients and enhance a product’s texture. It can also work as a solvent and gentle, creamy-feeling cleansing agent. This ingredient may be synthetic or plant-derived; it’s considered safe as used in cosmetics and is also permitted in foods. Reference for this information: https://www.cir-safety.org/sites/default/files/PGlyFE092016FR.pdf"
1305,polyglyceryl-10 dioleate,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/polyglyceryl-10-dioleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Hydration']",Good,"A mixture of the fatty acid esters of oleic acid (usually derived from olive or canola oil) and an ingredient known as polyglycerin-10, which is a polymer of glycerin that functions as a hydrating ingredient and emulsifier. Polyglyceryl-10 dioleate may be synthetic or derived from plants or animals (Paula’s Choice does not use the animal-derived version.)Polyglyceryl-10 dioleate also helps enhances the stability and effectiveness of other skin-friendly ingredients, including ceramides.References for this information:https://www.cir-safety.org/sites/default/files/PGlyFE092016FR.pdfPharmaceutics, March 2014, pages 52-77"
1306,polyglyceryl-10 laurate,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/polyglyceryl-10-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Cleansing Agents', 'Skin-Softening']",Good,"A plant-derived or synthetic ester of lauric acid and the synthetic polymer polyglycerin-10. Polyglyceryl-10 laurate functions as a skin-softening emulsifier but can also work as a cleansing agent.
References for this information:
Journal of Pharmaceutical Sciences, July 2012, pages 2,479-2,489
www.cir-safety.org/sites/default/files/monoglyceryl%20monoesters.pdf"
1307,polyglyceryl-10 stearate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-10-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emollients', 'Emulsifiers']",Good,"The ester of stearic acid with a glycerin polymer. Polyglyceryl-10 stearate may be animal-derived or synthetic (Paula’s Choice uses the latter). It functions as a skin-softening, emollient ingredient and is also used as an emulsifier and cleansing agent. It’s considered safe as used in cosmetics. Reference for this information:https://www.cir-safety.org/sites/default/files/polyglyceryl%20fatty%20acid.pdf"
1308,polyglyceryl 2 triisostearate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-2-triisostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good,A mixture of the fatty acid Isostearic acid and a form of glycerin that functions as a skin-conditioning agent.
1309,polyglyceryl-3 beeswax,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-3-beeswax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Cleansing Agents']",Good,The ester of fatty acids from beeswax and polyglycerin-3 that functions as a surfactant and emulsifier.
1310,polyglyceryl-3 methylglucose distearate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-3-methylglucose-distearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good,
1311,polyglyceryl-3 rice branate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-3-rice-branate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Cleansing Agents']",Best,An ingredient that serves as a surfactant and emulsifier and is a derivative of the fatty acids that come from rice bran oil. The independent Cosmetic Ingredient Review has found it safe as used in cosmetics. References for this information:https://www.cir-safety.org/sites/default/files/polyglyceryl%20fatty%20acid.pdf
1312,polyglyceryl-3 stearate,https://www.paulaschoice.com/ingredient-dictionary/emollients/polyglyceryl-3-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Emulsifiers']",Good,"Polyglyceryl-3 stearate is the ester of the fatty acid stearic acid and polyglycerin-3, which is a polymer of glycerin that contains three units. This synthetic ingredient is used in cosmetics to impart an emollient feel that conditions skin, as an emulsifier to keep unlike ingredients (think oil and water) blended, and, in greater amounts as a surfactant. It is considered safe and non-sensitizing as used in cosmetics. Reference for this information: www.cir-safety.org/sites/default/files/polyglyceryl%20fatty%20acid.pdf"
1313,polyglyceryl-4 isostearate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-4-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emollients']",Good,The ester of isostearic acid and polyglycerin-4 that functions as an emollient and can also be a surfactant.
1314,polyglyceryl-4 laurate,https://www.paulaschoice.com/ingredient-dictionary/emollients/polyglyceryl-4-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Emollients']",Good,"A plant-derived or synthetic ester of a polymer of glycerin (known as polylglycerin-4) and lauric acid. This versatile ingredient works as an emollient, emulsifier, and a cleansing agent (surfactant). Polyglyceryl-4 laurate is considered safe as used in cosmetics.  References for this information: European Journal of Biopharmaceutics, September 2012, pages 139-150 https://www.cir-safety.org/sites/default/files/polyglyceryl%20fatty%20acid.pdf"
1315,polyglyceryl-4 olivate,https://www.paulaschoice.com/ingredient-dictionary/emollients/polyglyceryl-4-olivate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Emulsifiers']",Best,"Polyglyceryl-4 olivate is the plant-derived or synthetic (Paula’s Choice uses the former) ester of olive oil and polyglycerin, which is, as the name implies, a polymer made from glycerin. It’s a multitalented ingredient that in cosmetics can work as an emulsifier, stabilizer, emollient, and even a surfactant (cleansing agent). Polyglyceryl-4 olivate is considered non-sensitizing and is safe for use in cosmetics. The olive oil portion is a good source of beneficial fatty acids and phenolic compounds which work as antioxidants. References for this information: International Journal of Molecular Sciences, Volume 19, Issue 1, December 2017, ePublication https://www.cir-safety.org/sites/default/files/polyglyceryl%20fatty%20acid.pdf"
1316,polyglyceryl-6 isostearate,https://www.paulaschoice.com/ingredient-dictionary/emollients/polyglyceryl-6-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,The ester of isostearic acid and a form of glycerin. Functions as an emollient and an emulsifier in moisturizers and other skin-care products.
1317,polyglyceryl methacrylate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-methacrylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,
1318,Polygonum cuspidatum root extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/polygonum-cuspidatum-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Polygonum cuspidatum root extract is a plant whose root is a good source of the potent polyphenolic antioxidant trans-resveratrol, which is considered the most bioavailable form of resveratrol. Also known as Japanese knotweed, Mexican bamboo, and, in Traditional Chinese Medicine as Hu Zhang, this plant not only helps thwart free radicals before they can damage skin, it also reduces signs of irritation. Research has also shown this plant extract can inhibit the formation of advanced glycation end-products, or AGEs. These are collagen-damaging proteins and fats that form in skin as a reaction from exposure to sugars. Left unchecked, AGEs can contribute to wrinkles and loss of firmness. References for this information: Food and Science Nutrition, June 2019, pages 2,006-2,016 Biomedicines, September 2018, ePublication Evidence Based Complementary and Alternative Medicine, September 2013, ePublication International Journal of Preventive Medicine, April 2013, Supplement 1, pages S1-S4 Journal of Inflammation, February 2008, ePublication"
1319,polyhydroxy acid,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/polyhydroxy-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Best,"Polyhydroxy acids are ingredients such as gluconolactone and lactobionic acid. They’re supposed to be as effective as AHAs, but less sensitizing. Gluconolactone and lactobionic acid are chemically and functionally similar to AHAs (such as glycolic acid). The significant difference between them and AHAs is that gluconolactone and lactobionic acid have larger molecular structures, which limits their ability to penetrate the skin, resulting in less potential for sensitizing side-effects. Supposedly, this reduced absorption into the skin does not hamper their effectiveness. Does that mean gluconolactone and lactobionic acid are better for your skin than AHAs in the form of glycolic acid or lactic acid? According to an Internet-published class lecture by Dr. Mark G. Rubin, a board-certified dermatologist and assistant clinical professor of dermatology at the University of California, San Diego, research on gluconolactone demonstrated only a “6% decrease in dermal penetration” in comparison to glycolic acid, which “isn’t a dramatic improvement.” Gluconolactone may be slightly less sensitizing for some skin types, but this isn’t the magic bullet for exfoliation some cosmetics companies have been extolling. Polyhydroxy acids can also function as antioxidants and may promote some amount of improvement in skin’s surface strength.References for this information:Clinics in Dermatology, September-October 2009, pages 495-501Cutis, February 2004, Supplement, pages 3-13"
1320,polyhydroxystearic acid,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/polyhydroxystearic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,Synthetic polymer related to stearic acid that functions as a suspending agent.
1321,polyisobutene,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyisobutene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,Polymer of the hydrocarbon isobutylene obtained from petroleum oil. It functions as a thickening and film-forming agent and does not penetrate skin due to its large molecular size.
1322,polymer,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/polymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,"Word that literally means “many parts.” Any of numerous compounds having a high molecular weight, either from being composed of many smaller molecules or by condensing many small molecules into larger molecules that can take on new forms and perform different functions. Plastic is an example of polymer technology, as is nylon. Polymers do not have a defined formula because they consist of various chains of different lengths. Natural polymers exist, too; examples are polysaccharides, rubber, and cellulose. The human body contains many polymers in the form of various proteins, nucleic acids, and the energy source glycogen. Hundreds, if not thousands, of cosmetic ingredients with various functions have been created based on the evolving science of polymers."
1323,polymethylsilsesquioxane,https://www.paulaschoice.com/ingredient-dictionary/silicones/polymethylsilsesquioxane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Texture Enhancer']",Good,Polymer formed from the condensation and hydrolysis of the silicone methyltrimethoxysilane.
1324,polypropylene glycol,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/polypropylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,"Also known by the acronym PPG, polypropylene glycol is a polymer, or large molecule, of propylene glycol. Like propylene glycol, it is used as a humectant and a delivery agent in cosmetics. Despite reports that it can be a skin sensitizer, researchers have found that it does not present a health risk for people when used in cosmetics.
References for this information:
Critical Reviews in Toxicology, April 2013, issue 4, pages 363-390"
1325,polyquaternium-10,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyquaternium-10.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,
1326,polyquaterniums,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyquaterniums.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,Group of ingredients used primarily in hair-care products for their antistatic and film-forming properties. They can have water-binding properties for skin due to the sheer “plastic” film layer they create on skin.
1327,polysaccharide,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/polysaccharide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Best,Natural component of skin that can be a good water-binding agent and potentially have antioxidant properties.
1328,polysilicone-11,https://www.paulaschoice.com/ingredient-dictionary/silicones/polysilicone-11.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Texture Enhancer']",Good,"Specialized, synthetic cross-linked siloxane (a type of silicone) that functions as a film-forming agent. The film left behind has water-binding properties and leaves a smooth feel on skin."
1329,polysorbate 20,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbate-20.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,
1330,polysorbate 60,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbate-60.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,
1331,polysorbate 80,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbate-80.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,
1332,polysorbates,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbates.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,"Large group of ingredients (including the common polysorbate 20) most often derived from lauric acid, which is derived from coconuts. Polysorbates function as emulsifiers and also have mild surfactant properties; some polysorbates are derived from the food ingredient sorbitol, which occurs naturally in many fruits, while others have a fatty acid component. Polysorbates are considered non-toxic and safe as used in the concentrations found in cosmetics and food products (in food products, polysorbates function as stabilizers)."
1333,polyvinyl alcohol,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyvinyl-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Average,"A synthetic polymer of vinyl alcohol that functions in cosmetics as a gel-based thickener, film-forming, and binding agent. Used quite a bit in peel-off facial masks, this type of alcohol may pose a risk of aggravating skin unless combined with other ingredients that offset this potential, such as glycerin, emollients, or other skin-repairing ingredients."
1334,polyvinylpyrrolidone,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyvinylpyrrolidone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,"Usually listed on ingredient labels as PVP or PVP copolymer, it is one of the primary ingredients used in hairstyling products to hold hair in place. When present in minuscule amounts in skin-care products, it places an imperceptible film over the skin that is considered to be water-binding and that helps give the appearance of firmer skin. It can aggravate skin for some individuals."
1335,pomegranate extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pomegranate-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Pomegranate and its extracts have antioxidant properties that, while not conclusively demonstrated on human skin, show promise in animal and in vitro studies. Topical application of products containing pomegranate may improve the appearance of wrinkled skin by soothing skin and inhibiting damaging environmental stressors. When consumed orally via fresh food, juice, or supplement, pomegranate helps the body defend itself against things that can lead to health concerns while minimizing oxidative damage via its nutrient profile, largely driven by antioxidant ellagic acid. References for this information: Frontiers in Pharmacology, May 2018, ePublicationOncology Reviews, January 2018, ePublicationJournal of Drugs in Dermatology, June 2010, issue 6 supplement, pages S72-S81Journal of Drugs in Dermatology, June 2009, issue 6 supplement, pages S5-S9Journal of Agricultural and Food Chemistry, January 2002, issue 1, pages 166-171"
1336,Pongamia glabra seed oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pongamia-glabra-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients']",Best,"Oil derived from the seeds of the Millettia pinnata tree, a plant native to South and Southeast Asia. It is a non-fragrant plant oil, and like all non-fragrant plant oils, has antioxidant and emollient properties. References for this information: International Journal of PharmTech Research, October-December 2010, pages 2,283-2,290"
1337,Poria cocos extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/poria-cocos-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,"Also known as Hoelen and Fu ling. Extract derived from a mushroom, which has antioxidant and skin-soothing properties.
References for this information:
Life Sciences, January 2002, issue 9, pages 1023–1033
Journal of Ethnopharmacology, November 2000, issues 1-2, pages 61–69"
1338,Porphyridium cruentum extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/porphyridium-cruentum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average,"Extract derived from a type of red algae. There is research showing components of red algae contain the omega-3 fatty acid eicosapentaenoic acid, the omega-6 fatty acid arachidonic acid, and other skin-friendly ingredients such as polysaccharides. Whether or not the entire red algae extract provides benefit when applied topically on skin is not known.
References for this information:
Bioseparation, September 2000, pages 299–306"
1339,Portulaca oleracea extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/portulaca-oleracea-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best,"Extract of a common, globally-distributed weed-like succulent plant commonly known as purslane. This golden or green-colored plant has skin-soothing properties and is a potent antioxidant thanks to its high amounts of vitamins A (as beta-carotene), C, and E (alpha-tocopherol) as well as other antioxidant compounds such as glutathione. The antioxidants in purslane combine to address numerous skin concerns. Purslane is also a very good source of skin-beneficial minerals like potassium, magnesium, calcium, and phosphorous, plus omega-3 fatty acids. Although not commonly consumed as part of most people’s diets, the nutritional profile of this plant ranks it as a true superfood. Ongoing research is consistently showing this plant has remarkable benefits for the skin and body.References for this information:Food Chemistry, August 2019, pages 239-245Journal of Pharmacopuncture, March 2019, pages 7-15American Journal of Translational Research, May 2016, pages 2,138-2,148Journal of Ethnopharmacology, July 2001, issue 2, pages 171–176; and December 2000, pages 445-451"
1340,potassium,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/potassium.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Absorbent']",Good,"Important element in diet that is present in such fruits as bananas and citrus. It is also an earth mineral that has absorbent properties and some benefical properties, but can also aggravate skin."
1341,potassium ascorbyl tocopheryl phosphate,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/potassium-ascorbyl-tocopheryl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best,Blend of vitamins C and E with phosphorus that functions as an antioxidant.
1342,potassium azeloyl diglycinate,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/potassium-azeloyl-diglycinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best,"A water soluble derivative of azelaic acid, this glycine-mixed synthetic ingredient is believed to convey many of the same benefits as pure azelaic acid, but is easier to incorporate into various different types of cosmetic formulas.Potassium azeloyl diglycinate also has hydrating abilities and plays a role in reducing the discomfort associated with redness.References for this information:The Journal of Dermatological Treatment, April 2015, pages 191-192Journal of Cosmetic Dermatology, March 2012, pages 37-41"
1343,potassium cetyl phosphate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/potassium-cetyl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good,Used as a detergent cleansing agent.
1344,potassium citrate,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/potassium-citrate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,"The plant-derived or synthetic potassium salt of citric acid, this ingredient acts as a buffering and chelating agent in cosmetics. Potassium citrate is also a food-grade additive and is also used medically to help improve certain health conditions. Reference for this information: International Journal of Toxicology, May 2014, pages 16S-46S"
